,created_at,text,lang,timestamp_ms,preprocessed,lemma stop
1794,Sun Feb 06 23:31:27 +0000 2022,@__ellie @deanismybuddy @mishacollins Are you selling prints of any of these? Or auctioning them for charity?,en,1644190287659, are you selling prints of any of these or auctioning them for charity ,sell print auction charity
1796,Sun Feb 06 23:36:14 +0000 2022,@mishacollins Your skating skills are LE-GEN-DARY among the fandom.,en,1644190574659, your skating skills are le gen dary among the fandom ,skate skills le gen dary among fandom
1799,Sun Feb 06 23:39:26 +0000 2022,"@mishacollins Now that you're ""bionic""?
.....actually, good to know in case I get that done😉",en,1644190766666, now that you re bionic actually good to know in case i get that done ,bionic actually good know case get do
1801,Sun Feb 06 23:49:57 +0000 2022,@__ellie @deanismybuddy @mishacollins I been sayin.,en,1644191397662, i been sayin ,sayin
1802,Mon Feb 07 00:52:32 +0000 2022,@mishacollins HAH! Riiiiiight…,en,1644195152657, hah riiiiiight ,hah riiiiiight
1811,Mon Feb 07 06:16:12 +0000 2022,@mishacollins The joy this gives me! 😂❤,en,1644214572662, the joy this gives me ,joy give
1816,Mon Feb 07 15:12:43 +0000 2022,@mishacollins You're absolutely nuts and we love you for it!,en,1644246763659, you re absolutely nuts and we love you for it ,absolutely nut love
1817,Mon Feb 07 17:45:09 +0000 2022,I love Misha Collins. 😆,en,1644255909658,i love misha collins ,love misha collins
1820,Mon Feb 07 18:57:09 +0000 2022,@mishacollins Misha what is bill clinton supposed to think about this,en,1644260229666, misha what is bill clinton supposed to think about this,misha bill clinton suppose think
1822,Mon Feb 07 20:01:53 +0000 2022,"@the_endverse @mishacollins Even if she does, you showed courage to do that and that is good for your self esteem 😊",en,1644264113662, even if she does you showed courage to do that and that is good for your self esteem ,even show courage good self esteem
1824,Mon Feb 07 21:23:51 +0000 2022,@LaceyJo525 @tscalliance @autismspeaks @RachelMiner1 @riedergrace19 @RandomActsOrg @GISH @Stands @mishacollins @_juliannemoore I’m SO glad I have you and that we kept you in the divorce. The one person I have that ‘gets’ it and we can vent to each other🥰😂,en,1644269031660, i m so glad i have you and that we kept you in the divorce the one person i have that gets it and we can vent to each other ,glad keep divorce one person get vent
1825,Tue Feb 08 05:15:08 +0000 2022,Celebrating @DanneelHarris appearance on @cw_spn on 2/8/2018 4 years ago today @Sanchezonthemic @JensenAckles @jarpad @mishacollins @JeffreyVParise @dicksp8jr @ericacerra #supernatural thanks Danneel for creating sister jo and coming on SPN https://t.co/867u8J9ZWd,en,1644297308663,celebrating appearance on on 2 8 2018 4 years ago today thanks danneel for creating sister jo and coming on spn ,celebrate appearance 2 8 2018 4 years ago today thank danneel create sister jo come spn
1828,Tue Feb 08 10:27:24 +0000 2022,@DaenerysM @jarpad @JensenAckles @mishacollins You’re welcome beautiful 🤗😍😍🤩,en,1644316044663, you re welcome beautiful ,welcome beautiful
1832,Tue Feb 08 16:05:50 +0000 2022,"Encounter (2021) - ★★½: https://t.co/WwOXHDtUwm
#Encounter #MichaelPearce #RizAhmed #OctaviaSpencer #JaninaGavankar #RoryCochrane #LucianRiverChauhan #AdityaGeddada #MishaCollins #ShaneMcRae #AntonioJaramillo #KeithSzarabajka #BenjaminKracun",en,1644336350658,encounter 2021 ,encounter 2021
1833,Tue Feb 08 17:10:04 +0000 2022,@spiffyeats @mishacollins @charliecapen @mishacollins @GISH future scavenger hunt item?,en,1644340204657, future scavenger hunt item ,future scavenger hunt item
1834,Tue Feb 08 18:52:46 +0000 2022,"Dear @CreationEnt you can't cancel Misha Collins, no matter how hard you try. 🤣 You want our money, you bring the 3rd main super-popular character of SPN at every convention, simple as that. #NoMishaNoParty #WhereIsTheGayAngel https://t.co/kq9jJ6MLuo",en,1644346366657,dear you can t cancel misha collins no matter how hard you try you want our money you bring the 3rd main super popular character of spn at every convention simple as that ,dear cancel misha collins matter hard try want money bring 3rd main super popular character spn every convention simple
1835,Tue Feb 08 20:00:44 +0000 2022,"@mishacollins Ah, there he is!",en,1644350444658, ah there he is ,ah
1836,Tue Feb 08 20:01:15 +0000 2022,@mishacollins cause of course u went there,en,1644350475657, cause of course u went there,cause course u go
1839,Tue Feb 08 20:13:54 +0000 2022,@bloodfreakish @mishacollins HE NEEDS TO BE HUMBLED MEG,en,1644351234663, he needs to be humbled meg,need humble meg
1841,Tue Feb 08 20:16:24 +0000 2022,"@mishacollins If the series doesn't include Jefferson Starships, there'll be a riot",en,1644351384660, if the series doesn t include jefferson starships there ll be a riot,series include jefferson starships riot
1842,Tue Feb 08 20:29:44 +0000 2022,“Doesn’t read fanfic” Misha Collins everyone 😂,en,1644352184659, doesn t read fanfic misha collins everyone ,read fanfic misha collins everyone
1844,Tue Feb 08 20:48:34 +0000 2022,@mishacollins there you are https://t.co/HmZ0i4zjC6,en,1644353314657, there you are ,
1845,Tue Feb 08 20:54:25 +0000 2022,@mishacollins There you are.,en,1644353665662, there you are ,
1857,Wed Feb 09 01:57:00 +0000 2022,"@mishacollins beauty, but now explain to me how a single video of yours can make me so happy and emotional sir @mishacollins ?",en,1644371820659, beauty but now explain to me how a single video of yours can make me so happy and emotional sir ,beauty explain single video make happy emotional sir
1859,Wed Feb 09 02:03:01 +0000 2022,@mishacollins also i would like to share with you my most popular poem https://t.co/v6Z0QcjRCr,en,1644372181661, also i would like to share with you my most popular poem ,also would like share popular poem
1866,Wed Feb 09 13:42:25 +0000 2022,"@mishacollins Eh, well he never disappoints that's for sure. 🧚‍♂️",en,1644414145665, eh well he never disappoints that s for sure ,eh well never disappoint sure
1868,Wed Feb 09 15:53:54 +0000 2022,"@ArgyleBestiary @CreationEnt @mishacollins @jarpad @JensenAckles Thank you for posting this! Tbh I’m not sure how much the actors can say yes or no to bc I don’t understand their contracts, but we’ve got to listen to the voices of the indigenous Hawaiians who’ve asked people not to come!!",en,1644422034659, thank you for posting this tbh i m not sure how much the actors can say yes or no to bc i don t understand their contracts but we ve got to listen to the voices of the indigenous hawaiians who ve asked people not to come ,thank post tbh sure much actors say yes bc understand contract get listen voice indigenous hawaiians ask people come
1875,Wed Feb 09 21:56:32 +0000 2022,"Great interview about my favorite actor right now, @mishacollins , founder of the GISH scavenger hunt I play/compete in every year! His new show @Roadfood123 is amazing on @PBSLiving and @PBS check it out! 💜",en,1644443792660,great interview about my favorite actor right now founder of the gish scavenger hunt i play compete in every year his new show is amazing on and check it out ,great interview favorite actor right founder gish scavenger hunt play compete every year new show amaze check
1877,Wed Feb 09 23:37:06 +0000 2022,@mishacollins Thought you said gays instead of guys and was so thrown off lmfao,en,1644449826662, thought you said gays instead of guys and was so thrown off lmfao,think say gays instead guy throw lmfao
1879,Wed Feb 09 23:39:21 +0000 2022,@mishacollins @ShannaPettegre1 I hate them with passion.,en,1644449961660, i hate them with passion ,hate passion
1894,Thu Feb 10 19:32:53 +0000 2022,the duality of misha collins https://t.co/CNIT4JFEkO,en,1644521573659,the duality of misha collins ,duality misha collins
1898,Thu Feb 10 22:44:50 +0000 2022,It’s my birthday today and I’d love a happy birthday it’ll really make my day! I’m a huge fan 😊@cw_spn @jarpad @mishacollins @JensenAckles @RuthieConnell @RobBenedict @Alex8Calvert @GenPadalecki @DanneelHarris,en,1644533090663,it s my birthday today and i d love a happy birthday it ll really make my day i m a huge fan ,birthday today love happy birthday really make day huge fan
1902,Fri Feb 11 14:11:48 +0000 2022,"Joke 165 @mishacollins 

What dogs like to take bubble baths?

A shampoodle 

Have a wonderful day misha you're ever so annoying fan.",en,1644588708662,joke 165 what dogs like to take bubble baths a shampoodle have a wonderful day misha you re ever so annoying fan ,joke 165 dog like take bubble bath shampoodle wonderful day misha ever annoy fan
1912,Sat Feb 12 03:44:04 +0000 2022,"@Treena_Joyce @mishacollins I don’t ever figure I’ll get a response but I text him uplifting positive things pretty often anyway, just because I hope he’s able to see it and smile if his day is bad I guess",en,1644637444665, i don t ever figure i ll get a response but i text him uplifting positive things pretty often anyway just because i hope he s able to see it and smile if his day is bad i guess,ever figure get response text uplift positive things pretty often anyway hope able see smile day bad guess
1914,Sat Feb 12 15:18:41 +0000 2022,"Joke 166 @mishacollins 

What kind of bird works at a construction site?

A crane

Have a great day misha your ever so annoying fan.",en,1644679121661,joke 166 what kind of bird works at a construction site a crane have a great day misha your ever so annoying fan ,joke 166 kind bird work construction site crane great day misha ever annoy fan
1915,Sat Feb 12 17:49:07 +0000 2022,@FangasmSPN @jarpad @JensenAckles @mishacollins @dicksp8jr @mattcohen4real @ChadLindberg @therealKripke @jumblejim I am so sorry 😞 https://t.co/ytHOHofw9N,en,1644688147663, i am so sorry ,sorry
1916,Sat Feb 12 19:55:57 +0000 2022,"Gibran said “Between what is said n not meant &amp; what is meant but not said, most of love is lost”

I know you love bees. N since it’s Valentine n my birthday, I will ask the big question I’ve been so afraid to ask until now. here we go. 

@mishacollins 
Will you bee my Valentine https://t.co/GgA93UMWx1",en,1644695757664,gibran said between what is said n not meant amp what is meant but not said most of love is lost i know you love bees n since it s valentine n my birthday i will ask the big question i ve been so afraid to ask until now here we go will you bee my valentine ,gibran say say n mean amp mean say love lose know love be n since valentine n birthday ask big question afraid ask go bee valentine
1921,Sun Feb 13 01:10:33 +0000 2022,@kelios @Magdalena5880 @DeeMacNY @looper @mishacollins @PBS @PrimeVideo @Roadfood123 @cw_spn Of course https://t.co/ZN30GUmmgS,en,1644714633663, of course ,course
1923,Sun Feb 13 04:04:42 +0000 2022,@__ellie @mishacollins Oh wow! This is so beautiful!!! And such a good idea how you visually transmitted the meaning because they are literally intertwined as people! 😍🥰🤗👏,en,1644725082663, oh wow this is so beautiful and such a good idea how you visually transmitted the meaning because they are literally intertwined as people ,oh wow beautiful good idea visually transmit mean literally intertwine people
1930,Sun Feb 13 22:32:22 +0000 2022,@mishacollins @FangasmSPN @jarpad @JensenAckles @dicksp8jr @mattcohen4real @ChadLindberg @therealKripke @jumblejim Condolences to all those who knew and were close to Kathy,en,1644791542665, condolences to all those who knew and were close to kathy,condolences know close kathy
1940,Mon Feb 14 15:04:06 +0000 2022,@__ellie @holdtheday @mishacollins I feel that it’s gorgeous,en,1644851046665, i feel that it s gorgeous,feel gorgeous
1944,Mon Feb 14 20:12:21 +0000 2022,@Roadfood123 @mishacollins @Ally @GoldPeak @Bounty HOORAY!!! 🎉,en,1644869541665, hooray ,hooray
1951,Tue Feb 15 09:49:42 +0000 2022,"Purchase - done ✅And you can too, internationally available now!! &lt;3 It´s an amazing dive into America´s great yummy food &amp; such a wonderful way to meet the communites behind! Inspiring &lt;3

Watch Season 1 - Get all 13 Episodes! @Roadfood123 @mishacollins https://t.co/sPHpzCFbdK",en,1644918582657,purchase done and you can too internationally available now lt 3 it s an amazing dive into america s great yummy food amp such a wonderful way to meet the communites behind inspiring lt 3 watch season 1 get all 13 episodes ,purchase do internationally available lt 3 amaze dive america great yummy food amp wonderful way meet communites behind inspire lt 3 watch season 1 get 13 episodes
1954,Tue Feb 15 15:57:08 +0000 2022,@MonicaDPhoto @mishacollins So handsome and those lips...,en,1644940628659, so handsome and those lips ,handsome lips
1960,Wed Feb 16 01:25:01 +0000 2022,"@__ellie @mishacollins So here's the thing: it's HONEST.  I think that every little snippet of life can't be given a qualifier like that, I think all the snippets to be put together.  And when you do that, it seems easier to see that no matter what, it's still a beautiful piece of the puzzle.",en,1644974701662, so here s the thing it s honest i think that every little snippet of life can t be given a qualifier like that i think all the snippets to be put together and when you do that it seems easier to see that no matter what it s still a beautiful piece of the puzzle ,thing honest think every little snippet life give qualifier like think snippets put together seem easier see matter still beautiful piece puzzle
